ID#,State,LOT,Information[Bedroom],Type,Informative[Rooms],Built,Internet,Water,Information[Zestimate],SecMtg 2,SecMtgStat2,FamEmp 2,ChildAge 2,Language,Family,Grandparent,SSMC,English,Multigen,Move,Nchildren,Npersons Imputation,Partner,Under18,Over60,Over65,Workers 2,WkExp 2,WkStatus 2,Vehicles,HiValue,Validation
12858,24,1,2,2,6,2,1,180,600000,0,3,4,4,1,1,0,0,1,1,7,0,2,0,0,2,2,0,9,9,1,0,Validation
12859,10,2,3.252111125,1,7.311854708,7,1,2,278047.29,1,1,1,4,1,1,0,0,1,1,6,0,2,0,0,2,1,2,2,1,2,1,Validation
12860,24,1,3,2,7,3,1,500,825000,0,3,1,1,1,1,0,0,1,1,3,2,4,0,1,0,0,2,1,1,2,1,Test
12861,42,1,4,2,8,8,1,750,295000,,2,1,2,1,1,1,0,1,2,5,1,5,0,1,1,1,3,1,1,3,1,Training
12862,24,1,3,3,6,7,1,1000,600000,0,3,2,2,4,1,0,0,1,1,5,1,4,0,1,0,0,1,3,3,3,1,Test
12863,24,2,3.252111125,2,7.311854708,5,1,50,278047.29,0,,4,4,1,1,0,0,1,1,7,0,2,0,0,2,2,0,9,9,3,0,Training
12864,24,1,4,2,6,4,3,1200,279000,0,,4,4,1,1,0,0,1,1,7,0,2,0,0,2,1,0,9,9,0,0,Training
12865,42,2,3,2,6,2,1,1500,150000,0,,4,4,3,1,0,0,1,1,6,0,2,0,0,1,0,0,9,9,1,0,Training
12866,42,1,4,2,9,6,1,400,365000,0,,,,1,4,0,0,1,1,6,9,9.186826803,0,0,1,0,,,,2,0,Training
12867,24,1,4,2,7,2,1,450,539000,1,2,5,3,1,2,0,0,1,1,4,2,3,0,1,0,0,1,10,10,1,0,Training
12868,42,1,4,2,7,1,1,1200,210000,,3,,,1,5,0,0,1,1,5,0,2.582010801,2,0,1,0,,,,2,1,Training
12869,24,1,4,2,12,3,1,160,575000,0,,1,4,1,1,0,0,1,1,1,0,2,0,0,0,0,2,4,1,2,0,Training
12870,42,1,3,2,9,1,1,1200,140000,0,3,1,2,1,1,0,0,1,1,3,1,4,0,1,0,0,3,5,1,3,0,Training
12871,24,1,4,2,10,5,1,320,280000,0,3,1,4,1,1,0,0,1,1,7,0,3,0,0,2,2,2,1,1,4,1,Validation
12872,42,3,3.252111125,2,7.311854708,1,3,400,278047.29,0,,,,1,6,0,0,1,1,3,0,2.582010801,0,0,1,1,,,,1,0,Training
12873,24,1,3,3,6,5,1,550,200000,0,3,1,3,2,1,0,0,1,1,1,2,4,0,1,0,0,2,1,1,2,0,Training
12874,42,1,3,2,7,1,3,2,150000,0,,,,1,6,0,0,1,1,7,0,2.582010801,0,0,1,1,,,,1,0,Training
12875,42,1,3,2,6,6,3,10,75000,0,,6,4,1,2,0,0,1,1,5,0,2,0,0,2,2,0,12,12,2,0,Training
12876,24,1,3,3,5,5,1,640,200000,0,3,,,1,6,0,0,1,1,7,0,2.582010801,0,0,1,0,,,,1,0,Training
12877,42,1,3.252111125,3,7.311854708,1,2,450,278047.29,0,,3,4,1,1,0,0,1,1,7,0,2,0,0,2,1,1,6,7,2,0,Training
12878,24,1,2,3,5,2,3,1200,275000,0,3,,,1,4,0,0,1,1,5,0,2.582010801,0,0,1,1,,,,1,0,Training
12879,42,1,2,2,5,1,1,800,40000,0,3,7,4,1,3,0,0,1,1,5,0,2,0,0,0,0,1,13,13,1,0,Training
12880,42,1,3.252111125,3,7.311854708,1,1,600,150000,1,1,4,4,1,1,0,0,1,1,7,0,2,0,0,2,2,0,9,9,2,0,Test
12881,42,1,3,3,5,8,1,430,175000,0,3,,,1,6,0,0,1,1,5,0,2.582010801,0,0,1,1,,,,1,0,Training
12882,24,1,2,2,6,3,1,580,180000,,,4,4,1,1,0,0,1,1,5,0,2,0,0,2,2,0,9,9,1,0,Validation
12883,42,1,3,3,5,7,1,450,90000,0,3,2,2,1,1,0,0,1,1,5,3,6,0,1,0,0,2,3,3,3,0,Training
12884,24,1,4,2,8,3,1,180,300000,,3,7,4,1,3,0,0,1,1,7,0,3,0,0,1,1,3,13,13,2,0,Training
12885,24,1,4,2,10,5,1,310,550000,0,3,3,2,1,1,0,0,1,1,5,2,4,0,1,0,0,2,5,7,2,0,Training
12886,24,1,5,2,8,7,1,600,250000,0,3,,,1,5,0,0,1,1,4,0,2.582010801,0,0,0,0,,,,2,0,Validation
12887,42,2,2,2,6,6,1,2,80000,0,,4,4,1,1,0,0,1,1,5,0,2,0,0,2,2,0,9,9,1,0,Validation
12888,42,1,4,2,8,7,1,2,375000,0,3,1,4,1,1,0,0,1,1,6,0,2,0,0,0,0,2,4,1,3,0,Training
12889,24,1,3,2,6,8,1,2,650000,0,3,1,4,1,1,0,0,1,1,5,0,2,0,0,2,1,2,4,4,1,1,Test
12890,42,1,3,2,7,3,1,500,300000,,1,1,4,1,1,0,0,1,1,5,0,2,0,0,2,0,2,1,1,2,0,Validation
12891,42,2,3,2,9,4,1,900,90000,0,,4,4,1,1,0,0,1,1,5,0,2,0,0,2,0,0,9,9,2,0,Validation
12892,24,,2,7,4,12,1,250,249000,0,,,,1,6,0,0,1,1,3,0,2.582010801,0,0,1,1,,,,1,0,Training
12893,10,1,3,2,8,8,1,2,300000,0,3,1,4,1,1,0,0,1,1,5,0,2,0,0,1,0,2,1,1,1,0,Training
12894,24,,6,8,18,7,1,1000,90000,0,,,,1,6,0,0,1,1,4,0,2.582010801,0,0,1,1,,,,1,0,Validation
12895,42,,2,9,4,4,1,2,60000,0,,8,2,1,3,0,0,1,1,2,1,2,0,1,0,0,0,15,15,0,0,Test
12896,42,1,3,2,7,1,2,120,60000,0,,,,1,4,0,0,1,1,2,0,2.582010801,0,0,0,0,,,,1,0,Training
12897,42,1,3,2,6,8,1,720,212000,0,3,,,1,6,0,0,1,1,3,0,2.582010801,0,0,0,0,,,,1,0,Training
12898,24,1,3,2,9,6,1,460,460000,0,,1,4,1,1,0,0,1,1,6,0,2,0,0,0,0,2,1,1,3,0,Test
12899,42,1,3,2,6,3,3,500,150000,0,3,7,4,1,3,0,0,1,1,3,0,2,0,0,0,0,2,13,13,1,0,Test
12900,42,1,2,2,6,2,1,270,102000,0,3,,,1,4,0,0,1,1,6,0,2.582010801,0,0,1,0,,,,1,0,Training
12901,42,1,3,2,9,7,1,440,250000,0,3,1,2,1,1,0,0,1,1,3,1,3,0,1,0,0,2,1,1,2,0,Validation
12902,42,1,3,3,7,7,1,320,220000,0,3,1,4,1,1,0,0,1,1,1,0,2,0,0,0,0,2,1,1,2,0,Test
12903,42,1,3,2,7,1,1,720,125000,,2,1,4,1,1,0,0,1,1,5,0,2,0,0,0,0,2,4,4,2,0,Training
12904,42,1,3.252111125,1,7.311854708,6,3,1,278047.29,0,,4,4,1,1,0,0,1,1,6,0,3,0,0,0,0,1,9,9,2,0,Training
12905,42,1,3.252111125,2,7.311854708,2,1,950,278047.29,0,3,5,4,1,2,0,0,1,1,7,0,2,0,0,0,0,2,10,10,3,0,Test
12906,42,2,3.252111125,1,7.311854708,5,1,2,278047.29,0,,6,1,1,2,0,0,1,1,4,1,2,2,1,0,0,1,11,12,2,0,Validation
12907,42,3,3,2,6,3,1,2,200000,0,3,1,4,1,1,0,0,1,1,6,0,2,0,0,0,0,2,4,1,2,1,Training
12908,42,3,3.252111125,2,7.311854708,1,1,2,278047.29,0,3,2,3,1,1,0,0,1,1,5,3,5,0,1,0,0,1,7,3,3,0,Test
12909,42,1,4,2,6,3,1,100,190000,0,3,3,1,1,1,0,0,1,1,4,1,3,0,1,0,0,1,7,7,2,0,Training
12910,42,1,2,2,4,5,1,2200,225000,0,,1,2,2,1,0,0,1,1,5,3,6,0,1,0,0,3,5,1,2,0,Training
12911,42,3,3,2,5,8,1,2,300000,0,,,,1,4,0,0,1,1,5,0,2.582010801,0,0,1,0,,,,2,0,Training
12912,42,1,3,3,6,5,1,900,321000,0,,4,4,2,1,0,0,1,1,7,0,2,0,0,2,2,0,9,9,1,0,Training
12913,42,2,2,2,4,5,1,2,100000,0,,,,1,6,0,0,1,1,5,0,2.582010801,0,0,0,0,,,,1,0,Test
12914,42,3,5,2,10,1,1,2,300000,0,,4,4,1,1,0,0,1,1,7,0,2,0,0,2,2,0,9,9,2,0,Training
12915,42,1,4,2,8,5,1,750,350000,0,3,4,9,1,1,0,0,1,1,7,9,9,0,0,2,2,0,9,9,2,0,Validation
12916,24,1,4,2,7,4,1,500,270000,1,2,3,4,1,1,0,0,1,1,6,0,2,0,0,1,0,2,2,7,2,0,Training
12917,24,1,3.252111125,3,7.311854708,1,1,2,278047.29,0,3,4,4,1,1,0,0,1,1,3,0,2,0,0,2,2,0,9,9,2,0,Validation
12918,42,3,4,2,10,4,1,2,75000,0,,8,2,1,3,1,0,1,2,7,0,4,0,1,1,0,1,15,15,2,0,Test
12919,42,3,3,2,7,1,1,2,300000,0,,1,4,1,1,0,0,1,1,5,0,2,0,0,0,0,2,1,1,2,0,Validation
12920,24,1,3,2,10,2,1,1100,500000,0,3,1,9,1,1,0,0,1,1,4,9,9,0,1,0,0,2,5,1,2,1,Training
12921,42,1,3,2,5,1,1,600,70000,,,7,2,1,3,0,0,1,1,4,1,2,0,1,0,0,1,14,13,1,0,Validation
12922,10,1,3,1,4,7,1,800,145000,0,,,,1,7,0,0,1,1,5,0,2.582010801,3,0,2,2,,,,1,0,Training
12923,24,1,4,2,8,6,1,120,475000,0,3,,,1,7,0,0,1,1,6,0,2.582010801,4,0,1,1,,,,2,0,Test
12924,24,3,4,2,13,3,1,2,850000,0,,7,4,1,3,0,0,1,1,7,0,2,0,0,1,0,2,13,13,2,0,Training
12925,42,2,2,2,7,6,1,2,189000,,3,1,4,1,1,0,0,1,1,6,0,2,0,0,0,0,2,1,1,3,0,Test
12926,42,1,3.252111125,1,7.311854708,4,3,200,278047.29,0,,4,4,1,1,0,0,1,1,5,0,2,0,0,2,2,0,9,9,1,0,Training
12927,42,1,2,2,4,1,1,300,60000,0,3,1,4,1,1,0,0,1,1,6,0,2,0,0,0,0,2,2,1,2,0,Test
12928,24,2,2,3,6,6,1,600,240000,0,3,1,4,1,1,0,0,1,1,2,0,4,0,0,0,0,3,1,1,4,0,Training
12929,42,1,3,2,7,3,1,890,130000,0,3,,,3,5,0,0,1,1,4,0,2.582010801,2,0,0,0,,,,4,0,Training
12930,42,1,3,2,6,6,1,100,180000,0,3,1,4,1,1,0,0,1,1,6,0,3,0,0,2,0,3,1,1,3,0,Test
12931,42,1,3.252111125,2,7.311854708,4,1,2,278047.29,0,3,1,2,1,1,0,0,1,1,5,2,4,0,1,0,0,2,1,1,4,0,Training
12932,42,1,4,2,8,4,1,1000,250000,0,3,1,4,1,1,0,0,1,1,5,0,2,0,0,0,0,2,4,1,2,0,Training
12933,24,1,2,3,3,6,1,330,106000,0,3,7,1,1,3,0,0,1,1,4,1,3,0,1,0,0,1,13,13,2,1,Validation
12934,42,2,3,2,5,5,1,2,60000,0,3,1,2,1,1,0,0,1,1,6,2,4,0,1,0,0,2,1,1,4,0,Validation
12935,24,1,4,2,7,3,1,730,415000,0,3,1,1,1,1,0,0,1,1,4,2,4,0,1,0,0,2,1,1,2,0,Training
12936,42,1,3.252111125,2,7.311854708,1,1,960,278047.29,0,,4,4,1,1,0,0,1,1,7,0,3,0,0,2,1,2,6,9,2,0,Training
12937,24,1,3,3,5,7,1,480,170000,0,3,,,1,6,0,0,1,1,3,0,2.582010801,0,0,0,0,,,,1,0,Validation
12938,42,1,4,2,9,1,1,80,425000,0,3,1,3,1,1,0,0,1,1,3,3,5,0,1,0,0,2,4,1,2,0,Validation
12939,42,1,3,2,9,3,3,450,300000,0,,,,1,6,0,0,1,1,7,0,2.582010801,0,0,1,1,,,,2,0,Training
12940,42,1,3.252111125,3,7.311854708,1,3,1200,278047.29,0,,,,1,6,0,0,1,1,7,0,2.582010801,0,0,1,1,,,,0,0,Training
12941,42,3,3,2,7,2,3,2,250000,,,2,3,3,1,0,0,1,1,1,4,6,0,1,0,0,1,3,3,0,0,Test
12942,42,1,3,3,9,1,1,90,450000,0,3,2,2,1,1,0,0,1,1,5,2,4,0,1,0,0,1,7,3,1,1,Training
12943,42,2,3,1,5,12,1,2,139000,0,,,,1,4,0,0,1,1,4,0,2.582010801,0,0,0,0,,,,2,0,Validation
12944,42,1,2,1,4,6,3,200,40000,0,3,5,4,1,2,0,0,1,1,7,0,2,0,0,0,0,1,10,10,2,0,Training
12945,42,1,5,2,10,1,2,1100,30000,0,,,,1,4,0,0,1,1,3,0,2.582010801,0,0,0,0,,,,1,0,Test
12946,10,1,4,2,9,4,1,860,225000,0,,1,4,1,1,0,0,1,1,6,0,2,0,0,2,0,2,2,1,2,0,Validation
12947,42,1,3.252111125,1,7.311854708,5,3,1,278047.29,0,,,,1,4,0,0,1,1,3,0,2.582010801,0,0,0,0,,,,1,0,Training
12948,42,3,4,2,8,11,1,2,1813000,0,,4,4,1,1,0,0,1,1,4,0,2,0,0,1,0,0,9,9,3,0,Training
12949,42,1,2,2,4,2,3,600,50000,,,,,1,6,0,0,1,1,5,0,2.582010801,0,0,1,1,,,,1,0,Training
12950,24,1,3,2,7,4,1,2,460000,0,3,2,4,1,1,0,0,1,1,3,0,2,0,0,2,2,1,3,3,2,1,Test
12951,24,1,2,3,8,1,1,120,280000,0,3,1,4,1,1,0,0,1,1,2,0,2,0,0,0,0,2,4,1,1,0,Training
12952,42,2,5,2,12,3,1,500,500000,1,2,1,2,1,1,0,0,1,1,5,3,5,0,1,0,0,2,2,1,4,0,Validation
12953,42,1,3,3,7,12,1,800,600000,0,3,1,4,1,1,0,0,1,1,4,0,2,0,0,2,1,2,2,1,2,1,Test
12954,42,1,3,2,7,6,1,2,350000,0,3,1,4,1,1,0,0,1,1,5,0,3,0,0,0,0,3,1,1,5,1,Training
12955,42,1,3,2,6,4,1,1400,165000,0,3,1,4,1,1,0,0,1,1,6,0,3,0,0,2,0,3,4,1,3,0,Test
12956,42,1,3.252111125,1,7.311854708,7,1,2,278047.29,1,2,1,4,1,1,0,0,1,1,6,0,3,0,0,0,0,3,1,1,3,0,Test
12957,42,2,3.252111125,2,7.311854708,5,1,2,278047.29,0,,,,1,6,0,0,1,1,7,0,2.582010801,0,0,1,1,,,,1,0,Training
12958,42,2,4,2,7,3,1,600,300000,0,,2,4,1,1,0,0,1,1,6,0,2,0,0,2,1,1,3,3,2,0,Test
12959,24,1,2,2,3,3,1,250,300000,0,3,,,1,6,0,0,1,1,3,0,2.582010801,0,0,0,0,,,,1,0,Test
12960,42,1,3,2,8,4,1,1100,85000,0,3,1,9,1,1,0,0,1,1,5,9,9,0,1,0,0,2,1,1,2,0,Training
12961,42,1,3,3,6,7,1,600,197000,1,2,1,2,1,1,0,0,1,1,5,2,4,0,1,0,0,2,1,1,2,0,Validation
12962,42,1,4,2,6,8,1,500,500000,0,3,1,1,1,1,0,0,1,1,3,2,4,0,1,0,0,2,2,1,2,1,Validation
12963,24,2,3,2,5,6,1,2,285000,0,,7,2,1,3,1,0,1,2,7,0,3,0,1,1,1,1,13,13,2,0,Test
12964,42,1,4,2,9,8,1,800,300000,0,3,1,4,1,1,0,0,1,1,5,0,2,0,0,0,0,2,1,1,3,1,Validation
12965,42,1,3,2,7,5,1,200,179000,0,3,,,1,5,0,0,1,1,5,0,2.582010801,2,0,0,0,,,,3,0,Test
12966,24,2,3,2,7.311854708,4,3,2,179000,0,,8,4,1,3,0,0,1,1,7,0,2,0,0,2,1,0,15,15,1,0,Validation
12967,42,1,3,3,6,3,1,30,75000,,,3,4,1,1,0,0,1,1,7,0,3,0,0,2,1,2,7,7,3,0,Test
12968,42,2,5,2,9,3,1,500,200000,0,3,3,4,1,1,0,0,1,1,5,0,5,0,0,1,0,3,7,7,3,1,Training
12969,42,1,3.252111125,2,7.311854708,1,3,370,278047.29,0,,8,4,1,3,0,0,1,1,7,0,2,0,0,1,1,0,15,15,0,0,Training
12970,42,3,3.252111125,2,7.311854708,5,3,2,90000,0,,1,4,1,1,0,0,1,1,5,0,2,0,0,0,0,2,4,4,2,0,Validation
12971,42,1,3,2,7,3,3,2,81000,,3,1,2,1,1,0,0,1,1,1,2,4,0,1,0,0,2,1,1,1,0,Test
12972,42,1,3,3,5,4,1,720,100000,1,2,1,4,3,1,0,0,1,1,4,0,3,0,0,0,0,3,1,1,2,0,Training
12973,42,1,3.252111125,2,7.311854708,1,3,320,278047.29,0,3,4,4,1,1,0,0,1,1,6,0,2,0,0,2,2,0,9,9,2,0,Validation
12974,42,1,3.252111125,2,7.311854708,1,1,1100,278047.29,0,,,,1,6,0,0,1,1,4,0,2.582010801,0,0,1,1,,,,1,0,Validation
12975,42,2,2,2,4,4,1,2,101000,0,3,4,4,1,1,0,0,1,1,1,0,2,0,0,2,2,0,9,9,1,0,Validation
12976,24,2,3,2,6,5,3,2,300000,0,,7,4,1,3,0,0,1,1,3,0,2,0,0,1,1,2,13,13,2,0,Training
12977,24,2,4,2,8,18,1,2,520000,0,3,2,3,2,1,0,0,1,1,1,3,5,0,1,0,0,1,3,3,5,0,Test
12978,42,1,3,3,6,7,1,180,250000,1,2,,,1,6,0,0,1,1,4,0,2.582010801,0,0,1,1,,,,1,0,Test
12979,42,1,3,1,5,12,3,240,20000,0,,,,1,6,0,0,1,1,4,0,2.582010801,0,0,1,1,,,,1,0,Training
12980,24,1,5,2,8,6,1,130,280000,0,,2,4,4,1,0,0,1,1,7,0,3,0,0,2,0,2,3,3,3,0,Test
12981,24,1,3,2,5,5,1,2,160000,0,3,1,3,1,1,0,0,1,1,5,2,4,0,1,0,0,2,1,1,2,0,Validation
12982,42,1,3.252111125,2,7.311854708,1,1,1400,278047.29,0,,1,4,1,1,0,0,1,1,7,0,2,0,0,2,1,2,5,1,2,0,Validation
12983,42,1,3,2,6,1,1,650,135000,1,2,,,3,4,0,0,1,1,7,0,2.582010801,0,0,1,1,,,,0,0,Training
12984,42,1,5,2,13,1,1,800,275000,0,,8,4,1,3,0,0,1,1,5,0,2,0,0,1,1,2,14,15,3,0,Training
12985,42,1,3.252111125,2,7.311854708,4,3,2,278047.29,0,,4,4,1,1,0,0,1,1,7,0,2,0,0,2,2,0,9,9,1,0,Validation
12986,42,2,4,2,7,2,1,100,95000,1,1,3,4,1,1,0,0,1,1,6,0,2,0,0,0,0,1,7,7,2,0,Training
12987,42,2,3.252111125,2,7.311854708,6,1,2,278047.29,0,3,1,4,1,1,0,0,1,1,6,0,2,0,0,1,0,2,1,1,2,0,Test
12988,42,1,3,2,10,5,1,760,200000,0,,,,1,6,0,0,1,1,5,0,2.582010801,0,0,1,1,,,,5,0,Test
12989,42,1,2,2,6,3,3,850,200000,0,,,,1,6,0,0,1,1,4,0,2.582010801,0,0,1,1,,,,1,0,Validation
12990,42,1,4,2,8,4,1,540,350000,0,3,,,1,6,0,0,1,1,7,0,2.582010801,0,0,1,0,,,,1,0,Training
12991,42,,2,4,4,1,1,70,89000,0,,1,1,3,1,0,0,2,1,1,1,3,0,1,0,0,2,2,1,1,0,Training
12992,42,1,4,2,10,1,1,490,90000,0,3,7,2,1,3,0,0,1,1,4,1,2,0,1,0,0,1,13,13,2,0,Training
12993,24,1,4,2,7,1,1,490,310000,0,3,1,4,1,1,0,0,1,1,3,0,2,0,0,0,0,2,2,1,2,0,Test
12994,42,1,3,2,7,1,1,1000,200000,0,3,1,4,2,1,0,0,1,1,4,0,3,0,0,0,0,2,1,1,3,0,Training
12995,42,2,4,2,7,6,1,280,225000,0,3,7,2,1,3,1,0,1,1,5,0,4,4,1,0,0,1,13,13,2,0,Validation
12996,42,1,2,1,4,5,1,70,30000,0,3,,,1,5,0,0,1,1,3,0,2.582010801,2,0,0,0,,,,2,0,Training
12997,24,1,3,3,4,6,1,1200,346000,0,3,1,4,3,1,0,0,1,1,4,0,5,0,0,0,0,3,1,1,3,0,Test
12998,24,1,3,2,6,4,1,340,250000,0,3,8,2,1,3,1,0,1,2,7,0,6,0,1,1,1,3,15,15,2,0,Test
12999,42,1,3,3,6,14,1,250,450000,0,3,1,4,1,1,0,0,1,1,4,0,2,0,0,2,0,2,2,1,2,0,Validation
13000,24,1,4,2,11,7,1,450,500000,0,3,1,4,1,1,0,0,1,1,6,0,3,0,0,2,0,3,2,1,2,1,Training
13001,42,1,3,2,6,3,3,2,100000,0,,,,1,6,0,0,1,1,7,0,2.582010801,0,0,1,1,,,,0,0,Test
13002,42,3,3,2,5,1,3,2,60000,0,,,,1,6,0,0,1,1,7,0,2.582010801,0,0,1,1,,,,1,0,Test
13003,24,1,2,2,5,1,1,2,129000,0,,4,4,1,1,0,0,1,1,7,0,2,0,0,2,2,0,9,9,3,0,Training
13004,24,1,3,2,8,3,1,100,280000,0,3,1,4,1,1,0,0,1,1,1,0,2,0,0,0,0,2,1,1,3,1,Validation
13005,42,1,3.252111125,2,7.311854708,5,1,2,278047.29,0,,4,4,1,1,0,0,1,1,4,0,2,0,0,1,0,0,9,9,1,0,Training
13006,42,1,3.252111125,2,7.311854708,6,1,500,278047.29,0,3,1,2,1,1,0,0,1,1,4,1,3,0,1,0,0,2,2,1,2,0,Training
13007,42,1,3,3,8,3,1,20,15000,0,,,,1,4,0,0,1,1,1,0,2.582010801,0,0,0,0,,,,0,0,Training
13008,24,2,4,2,10,6,1,2,400000,0,,4,4,1,1,0,0,1,1,7,0,2,0,0,2,2,0,9,9,3,0,Training
13009,42,2,4,2,9,1,1,2,275000,0,3,7,2,1,3,0,0,1,1,5,2,3,0,1,0,0,1,13,13,0,0,Test
13010,24,1,3,2,6,7,1,810,325000,0,3,1,2,1,1,0,0,1,1,6,2,4,0,1,0,0,3,1,1,3,1,Validation
13011,24,1,3,3,7,8,1,150,300000,0,3,1,4,1,1,0,0,1,1,4,0,2,0,0,0,0,2,1,1,2,1,Training
13012,42,1,3,2,6,2,1,200,156000,0,3,5,4,1,2,0,0,1,1,5,0,2,0,0,1,1,1,10,10,2,0,Test
13013,42,3,3,2,5,8,1,2,240000,0,3,1,4,1,1,0,0,1,1,5,0,2,0,0,0,0,2,1,1,2,0,Test
13014,42,2,3,2,7,4,3,2,50000,,,,,1,4,0,0,1,1,7,0,2.582010801,0,0,1,0,,,,0,0,Training
13015,42,1,3,3,6,2,1,1,200000,0,,1,3,1,1,1,0,1,2,4,1,6,0,1,0,0,3,4,1,3,0,Validation
13016,24,1,3,2,9,5,1,540,535000,1,1,1,4,1,1,0,0,1,1,4,0,2,0,0,0,0,2,4,1,2,1,Training
13017,42,1,3.252111125,2,7.311854708,3,1,1200,278047.29,0,3,3,4,1,1,0,0,1,1,7,0,2,0,0,2,2,1,8,7,2,0,Training
13018,42,1,3.252111125,2,7.311854708,4,1,500,278047.29,0,,,,1,6,0,0,1,1,7,0,2.582010801,0,0,1,1,,,,1,0,Validation
13019,42,2,4,2,8,8,1,2,189000,0,3,,,1,6,0,0,1,1,5,0,2.582010801,0,0,0,0,,,,1,0,Test
13020,42,1,3,3,6,7,1,900,300000,1,2,1,2,1,1,0,0,1,1,5,1,3,0,1,1,0,2,1,1,2,1,Training
13021,42,2,5,2,9,5,1,2,250000,1,2,4,4,1,1,0,0,1,1,7,0,3,0,0,2,1,1,9,9,3,0,Test
13022,24,1,4,2,10,4,1,450,650000,0,3,1,2,1,1,0,0,1,1,5,1,3,0,1,0,0,2,1,1,1,1,Training
13023,42,1,2,2,5,1,1,1600,110000,0,3,2,1,1,1,0,0,1,1,3,1,3,0,1,0,0,2,4,3,2,0,Test
13024,42,1,3.252111125,2,7.311854708,1,3,420,278047.29,0,,2,1,3,1,0,0,1,1,6,2,4,0,1,0,0,1,7,3,1,0,Training
13025,24,1,4,2,10,7,1,660,450000,0,3,4,4,1,1,0,0,1,1,5,0,3,0,0,2,2,1,9,9,3,0,Training
13026,42,1,3.252111125,2,7.311854708,7,1,1200,278047.29,0,3,1,1,1,1,1,0,1,2,3,0,4,0,1,1,0,3,2,1,2,0,Training
13027,42,3,3,2,9,1,1,2,287000,,3,4,4,1,1,0,0,1,1,6,0,2,0,0,2,2,0,9,9,3,0,Training
13028,42,2,3,2,8,5,3,800,65000,0,,,,1,7,0,0,1,1,5,0,2.582010801,4,0,0,0,,,,2,0,Validation
13029,42,1,2,3,5,1,2,40,112000,0,3,7,4,3,3,0,0,1,1,4,0,2,0,0,0,0,2,13,13,2,0,Test
13030,42,1,3,3,7,7,1,30,250000,0,,,,1,6,0,0,1,1,5,0,2.582010801,0,0,1,1,,,,1,0,Training
13031,42,1,2,2,6,1,1,80,40000,,,1,2,1,1,0,0,1,1,3,1,3,0,1,0,0,2,2,1,2,0,Test
13032,24,3,6,2,13,1,1,2,950000,0,3,2,4,3,1,0,0,1,1,5,0,2,0,0,0,0,2,2,3,3,1,Validation
13033,42,1,4,2,7,2,1,400,135000,0,,,,1,6,0,0,1,1,7,0,2.582010801,0,0,1,1,,,,1,0,Training
13034,42,1,3,2,6,1,1,2,60000,0,,,,1,6,0,0,1,1,7,9,9.186826803,0,0,1,1,,,,1,0,Training
13035,42,1,4,2,9,8,1,180,180000,0,3,1,2,1,1,0,0,1,1,4,1,3,0,1,0,0,2,4,1,2,0,Test
13036,42,1,4,2,6,3,1,400,120000,0,3,2,2,3,1,0,0,1,1,5,1,3,0,1,0,0,1,3,3,2,0,Training
13037,42,2,3,1,5,3,1,2,20000,0,,,,1,6,0,0,1,1,5,0,2.582010801,0,0,1,1,,,,1,0,Training
13038,42,1,3,2,5,3,3,140,160000,0,,,,1,4,0,0,1,1,7,0,2.582010801,0,0,1,1,,,,1,0,Test
13039,42,1,3,2,5,2,1,2,300000,0,3,1,1,1,1,0,0,1,1,2,1,3,0,1,0,0,2,1,1,2,0,Validation
13040,24,1,2,1,6,5,1,200,10000,0,,,,1,4,0,0,1,1,6,0,2.582010801,0,0,1,1,,,,1,0,Test
13041,24,,2,7,4,7,3,1,125000,0,,,,1,6,0,0,1,1,6,0,2.582010801,0,0,0,0,,,,1,0,Validation
13042,42,2,4,2,9,1,1,750,140000,0,,2,3,1,1,1,0,1,1,6,0,5,0,1,1,1,1,3,3,4,0,Validation
13043,10,1,3,2,7,1,1,540,130000,,3,1,4,3,1,0,0,1,1,6,0,2,0,0,1,0,2,4,4,2,0,Test
13044,24,1,3,3,6,1,1,600,350000,0,3,,,1,5,0,0,1,1,2,0,2.582010801,0,0,0,0,,,,2,0,Training
13045,42,1,3.252111125,2,7.311854708,3,1,1200,278047.29,0,3,,,1,6,0,0,1,1,5,0,2.582010801,0,0,0,0,,,,2,0,Training
13046,24,1,3.252111125,3,7.311854708,1,3,350,278047.29,0,3,,,1,6,0,0,1,1,4,0,2.582010801,0,0,0,0,,,,0,0,Test
13047,24,1,4,2,9,3,1,400,265000,0,3,1,4,1,1,0,0,1,1,3,0,2,0,0,0,0,2,1,1,2,1,Validation
13048,42,1,3.252111125,2,7.311854708,7,3,980,278047.29,0,3,,,1,4,0,0,1,1,5,0,2.582010801,0,0,1,1,,,,1,0,Training
13049,42,1,3,3,7,8,1,140,440000,0,3,,,1,4,0,0,1,1,3,0,2.582010801,0,0,1,1,,,,1,0,Validation
13050,42,1,3.252111125,2,7.311854708,3,1,520,278047.29,0,,,,1,4,0,0,1,1,7,0,2.582010801,0,0,1,1,,,,2,0,Training
13051,42,1,4,2,7,5,1,960,175000,0,3,1,4,1,1,0,0,1,1,7,0,2,0,0,0,0,2,2,1,3,0,Validation
13052,42,1,3.252111125,1,7.311854708,5,3,930,278047.29,0,,1,4,1,1,0,0,1,1,3,0,2,0,0,2,2,2,2,1,2,0,Validation
13053,42,1,2,2,6,1,1,730,50000,0,,2,4,1,1,0,0,1,1,6,0,2,0,0,1,0,1,3,3,2,0,Training
