ID#,State,LOT,Information[Bedroom],Type,Informative[Rooms],Built,Internet,Water,Information[Zestimate],SecMtg 2,SecMtgStat2,FamEmp 2,ChildAge 2,Language,Family,Grandparent,SSMC,English,Multigen,Move,Nchildren,Npersons Imputation,Partner,Under18,Over60,Over65,Workers 2,WkExp 2,WkStatus 2,Vehicles,HiValue,Validation
1,42,1,4,3,9,4,1,600,205000,0,,4,4,1,1,0,0,1,1,6,0,2,0,0,2,2,1,8,9,2,0,Validation
2,42,1,2,1,4,4,1,2,5000,,,4,4,1,1,0,0,1,1,6,0,2,0,0,1,0,0,9,9,0,0,Training
3,10,1,3,3,6,1,1,400,280000,0,3,1,1,1,1,0,0,1,1,4,2,4,0,1,0,0,2,1,1,2,0,Training
4,24,2,4,2,7,6,1,2,1400000,0,3,4,9,1,1,0,0,1,1,6,9,9,0,0,2,2,0,9,9,2,0,Training
5,42,2,3,2,10,10,1,2,250000,0,3,1,4,1,1,0,0,1,1,4,0,2,0,0,0,0,2,1,1,0,0,Test
6,42,1,4,2,8,5,1,2,380000,0,3,1,4,1,1,0,0,1,1,6,0,2,0,0,0,0,2,1,1,2,0,Training
7,24,1,3,3,6,7,1,50,175000,,,,,1,4,0,0,1,1,5,0,2.396758494,0,0,1,0,,,,1,0,Training
8,24,1,4,2,9,8,1,400,390000,0,3,,,1,4,0,0,1,1,5,0,2.667547947,0,0,0,0,,,,2,0,Training
9,42,3,2,2,5,6,3,2,300000,0,3,1,4,1,1,0,0,1,1,6,0,2,0,0,0,0,2,1,1,1,0,Training
10,42,1,3.257647776,2,7.334741026,1,2,100,278415.0643,0,,,,1,4,0,0,1,1,7,0,2.415609119,0,0,1,1,,,,1,0,Validation
11,42,1,4,2,7,3,1,1000,500000,0,,2,4,1,1,0,0,1,1,6,0,2,0,0,2,2,1,3,3,2,0,Validation
12,24,1,5,2,12,18,1,260,670000,0,3,2,1,2,1,0,0,1,1,2,1,3,0,1,0,0,1,6,3,2,1,Training
13,42,1,3.257647776,3,7.334741026,8,1,600,278415.0643,0,3,,,1,6,0,0,1,1,5,0,2.415609119,0,0,1,0,,,,1,0,Training
14,24,1,4,2,8,5,1,320,700000,0,,1,4,1,1,0,0,1,1,6,0,2,0,0,2,1,2,1,1,2,0,Validation
15,24,1,4,2,7,6,1,1200,325000,0,3,4,9,1,1,0,0,1,1,3,9,9,0,0,1,1,0,9,9,3,0,Training
16,42,1,3.257647776,2,7.334741026,1,1,550,278415.0643,0,3,1,1,1,1,0,0,1,1,3,2,4,0,1,0,0,2,4,1,2,0,Validation
17,42,1,3,2,5,1,3,880,30000,0,3,,,1,6,0,0,1,1,4,0,2.428519819,0,0,0,0,,,,1,0,Training
18,10,1,3,2,6,7,1,2,175000,0,3,3,4,1,1,0,0,1,1,6,0,2,0,0,2,1,1,3,7,2,0,Training
19,10,1,3,2,9,3,1,600,275000,0,,4,4,1,1,0,0,1,1,6,0,2,0,0,1,0,1,6,9,3,0,Training
20,42,1,3.257647776,2,7.334741026,2,3,1000,278415.0643,0,,,,1,4,0,0,1,1,6,0,2.699121678,0,0,0,0,,,,3,0,Training
21,42,1,3,3,6,1,3,480,100000,,,,,1,6,0,0,1,1,7,0,2.404493917,0,0,1,1,,,,1,0,Validation
22,24,1,3.257647776,3,7.334741026,6,1,120,278415.0643,0,3,,,1,6,0,0,1,1,5,0,2.27385284,0,0,1,0,,,,0,0,Training
23,42,1,3.257647776,3,7.334741026,1,1,40,278415.0643,0,3,1,4,1,1,0,0,1,1,3,0,2,0,0,0,0,2,2,1,2,0,Validation
24,42,1,3,2,7,5,3,500,350000,0,,4,4,1,1,0,0,1,1,7,0,2,0,0,2,2,0,9,9,2,0,Test
25,42,1,2,3,7,1,3,950,30000,0,3,,,1,6,0,0,1,1,5,0,2.193280899,0,0,1,1,,,,1,0,Training
26,24,1,4,2,10,5,1,520,650000,0,3,2,2,1,1,0,0,1,1,3,1,3,0,1,0,0,2,2,3,3,1,Training
27,42,2,2,2,5,7,1,2,180000,0,,,,1,7,0,0,1,1,2,9,8.977354988,4,0,1,0,,,,2,0,Training
28,42,1,4,3,8,1,1,500,390000,0,3,1,3,1,1,0,0,1,1,4,2,4,0,1,0,0,2,1,1,2,0,Validation
29,24,1,4,2,9,1,1,520,1100000,1,2,,,1,4,0,0,1,1,7,0,2.452562995,0,0,1,1,,,,1,0,Training
30,24,1,4,2,8,4,1,400,200000,0,,,,1,6,0,0,1,1,7,9,9.186370555,0,0,1,1,,,,1,0,Training
31,24,1,3.257647776,3,7.334741026,7,1,1,278415.0643,0,3,1,1,1,1,0,0,1,1,4,2,4,0,1,0,0,2,2,1,2,0,Training
32,42,1,3,2,7,5,1,720,185000,1,2,1,4,1,1,0,0,1,1,5,0,2,0,0,0,0,2,1,1,2,0,Training
33,42,2,3,2,6,1,1,2,210000,0,3,1,4,1,1,0,0,1,1,2,0,2,0,0,0,0,2,1,1,2,0,Training
34,24,1,4,2,9,3,1,2,800000,0,,4,4,1,1,0,0,1,1,4,0,2,0,0,2,0,0,9,9,3,0,Training
35,42,2,3,2,6,4,1,2,160000,1,2,4,4,1,1,0,0,1,1,7,0,2,0,0,2,2,1,6,9,3,0,Test
36,24,1,5,2,8,16,1,500,400000,0,,4,3,2,1,1,0,1,2,2,0,6,0,1,2,1,1,9,9,2,0,Test
37,42,2,4,2,9,7,1,2,370000,0,,1,2,1,1,0,0,1,1,6,1,3,0,1,0,0,2,1,1,3,0,Validation
38,42,1,2,3,4,5,1,540,120000,0,,,,1,7,0,0,1,1,5,9,9.000349499,4,0,0,0,,,,2,0,Training
39,42,1,3,2,4,12,1,100,175000,0,,2,4,1,1,0,0,1,1,3,0,2,0,0,0,0,1,3,3,1,0,Training
40,42,1,3.257647776,1,7.334741026,11,1,1,278415.0643,0,3,7,2,1,3,0,0,1,1,3,2,3,0,1,0,0,1,13,13,1,0,Test
41,24,1,3.257647776,2,7.334741026,3,1,600,278415.0643,0,3,,,1,6,0,0,1,1,6,0,2.415609119,0,0,1,1,,,,1,0,Test
42,42,1,3,3,6,5,1,1000,120000,0,,2,2,1,1,0,0,1,1,5,1,3,0,1,0,0,1,3,3,2,0,Test
43,42,1,4,2,12,5,1,430,250000,0,3,1,2,1,1,0,0,1,1,3,2,4,0,1,0,0,2,4,1,2,0,Validation
44,42,2,4,3,11,1,1,1200,100000,0,3,3,1,1,1,1,0,1,2,6,0,4,0,1,1,0,1,7,7,1,0,Training
45,24,1,4,2,8,7,1,570,350000,0,3,1,4,1,1,0,0,1,1,5,0,2,0,0,2,0,2,1,1,2,1,Training
46,42,1,3,2,9,3,1,400,75000,1,2,1,2,1,1,0,0,1,1,5,2,4,0,1,0,0,2,2,1,3,0,Validation
47,42,1,3,2,6,11,1,1200,175000,0,3,2,4,1,1,0,0,1,1,4,0,2,0,0,2,2,1,6,3,2,0,Test
48,24,1,3,3,7,5,1,360,350000,0,,,,1,5,0,0,1,1,3,0,2.503659279,0,0,0,0,,,,2,0,Training
49,24,2,4,2,7,3,1,2,350000,1,2,1,4,2,1,0,0,1,1,6,0,3,0,0,2,1,3,1,1,4,0,Validation
50,42,1,3.257647776,2,7.334741026,19,1,980,278415.0643,0,3,1,2,1,1,0,0,1,1,1,1,3,0,1,0,0,2,1,1,2,0,Validation
51,42,1,3.257647776,3,7.334741026,3,1,400,278415.0643,0,,,,1,4,0,0,1,1,7,0,2.415609119,0,0,1,1,,,,1,0,Training
52,24,1,4,2,13,1,3,1100,200000,0,3,7,4,1,3,0,0,1,1,6,0,2,0,0,1,1,0,15,14,1,0,Validation
53,24,2,4,2,10,7,1,2,450000,0,,1,4,1,1,0,0,1,1,5,0,3,0,0,0,0,3,1,1,4,0,Validation
54,42,2,5,2,12,1,1,2,220000,0,3,1,2,1,1,0,0,1,1,5,1,4,0,1,0,0,2,1,1,4,0,Training
55,42,1,3,2,5,3,1,310,97000,0,,,,1,4,0,0,1,1,6,0,2.421609508,0,0,0,0,,,,1,0,Training
56,24,1,3.257647776,3,7.334741026,3,1,270,278415.0643,0,,,,1,7,0,0,1,1,5,0,2.415609119,4,0,0,0,,,,1,0,Training
57,10,1,4,2,10,4,1,360,450000,0,3,2,2,1,1,0,0,1,1,5,2,4,0,1,0,0,2,2,3,3,1,Validation
58,24,1,4,2,8,1,1,900,1000000,0,,,,1,4,0,0,1,1,7,0,2.621439345,0,0,1,1,,,,2,0,Training
59,42,1,4,2,7,1,2,640,75000,0,3,,,1,6,0,0,1,1,5,0,2.591892791,0,0,0,0,,,,1,0,Test
60,42,3,2,2,4,1,1,2,150000,0,,,,1,6,0,0,1,1,6,0,2.231322742,0,0,1,1,,,,1,0,Validation
61,42,1,3,2,8,2,1,1100,170000,0,3,,,2,7,0,0,1,1,6,9,9.12959443,4,0,0,0,,,,2,0,Validation
62,42,1,4,2,9,17,1,800,800000,0,3,1,1,4,1,0,0,1,1,3,1,3,0,1,0,0,2,1,1,2,1,Validation
63,42,1,3,2,6,3,1,1600,160000,0,3,1,2,1,1,0,0,1,1,3,1,3,0,1,0,0,2,1,1,2,0,Test
64,24,1,5,2,10,5,1,700,700000,0,,3,4,1,1,0,0,1,1,7,0,2,0,0,2,2,1,6,7,2,0,Test
65,24,1,3.257647776,3,7.334741026,1,1,480,278415.0643,0,3,7,2,1,3,0,0,1,1,4,1,2,0,1,0,0,1,14,13,1,0,Validation
66,24,1,4,2,13,11,1,490,375000,0,3,1,1,1,1,0,0,1,1,1,3,5,0,1,0,0,2,1,1,2,1,Training
67,42,1,2,3,6,7,1,600,100000,1,2,5,4,1,2,0,0,1,1,5,0,2,0,0,1,0,2,10,10,2,0,Training
68,42,2,3,2,10,8,1,2,350000,1,4,4,4,1,1,0,0,1,1,5,0,2,0,0,2,2,0,9,9,1,0,Test
69,42,1,3,2,5,6,1,1000,130000,0,3,,,1,6,0,0,1,1,6,0,2.70171848,0,0,0,0,,,,3,0,Training
70,42,2,4,2,12,4,1,2,190000,0,,2,4,1,1,0,0,1,1,5,0,2,0,0,0,0,1,3,3,2,0,Test
71,42,1,3,2,6,6,1,2,150000,0,,3,4,1,1,0,0,1,1,7,0,2,0,0,2,2,1,8,7,0,0,Training
72,42,2,4,2,7,2,3,990,130000,0,3,,,1,6,0,0,1,1,7,0,2.586220148,0,0,1,1,,,,1,0,Training
73,42,,2,5,5,6,1,700,280000,0,,4,4,1,1,0,0,1,1,3,0,2,0,0,2,2,0,9,9,2,0,Training
74,24,2,3,2,5,5,1,2,185000,0,3,1,4,1,1,0,0,1,1,6,0,2,0,0,0,0,2,1,1,4,1,Validation
75,42,1,2,2,6,1,1,240,70000,0,,4,4,1,1,0,0,1,1,7,0,2,0,0,2,0,0,9,9,1,0,Training
76,24,1,4,2,11,8,1,1100,400000,1,2,3,4,1,1,0,0,1,1,5,0,4,0,0,1,0,3,7,7,3,1,Validation
77,42,1,3.257647776,3,7.334741026,6,1,110,278415.0643,0,3,7,2,1,3,0,0,1,1,1,2,3,0,1,0,0,1,13,13,1,0,Training
78,42,2,3,2,7,5,1,2,130000,0,,1,2,1,1,0,0,1,1,3,1,3,0,1,0,0,2,1,1,2,0,Training
79,24,1,4,2,10,15,1,50,350000,0,3,1,3,2,1,0,0,1,1,1,3,5,0,1,0,0,2,1,1,2,1,Training
80,42,2,3,2,5,1,1,2,300000,0,,2,4,1,1,0,0,1,1,7,0,5,0,0,2,2,3,3,3,4,0,Training
81,42,1,3,2,6,8,1,210,185000,0,3,,,1,5,0,0,1,1,1,9,9.161659692,2,0,0,0,,,,2,0,Validation
82,10,1,5,2,9,10,1,120,450000,0,3,7,2,1,3,0,0,1,1,4,2,3,0,1,0,0,1,13,13,1,0,Training
83,42,1,3,2,6,1,1,720,30000,0,,,,1,6,0,0,1,1,4,0,2.411713646,0,0,1,1,,,,1,0,Test
84,42,1,4,2,9,7,1,600,350000,1,2,2,4,1,1,0,0,1,1,5,0,2,0,0,0,0,1,3,3,3,1,Validation
85,24,1,4,2,8,6,1,2,275000,0,3,1,4,1,1,0,0,1,1,5,0,2,0,0,2,0,2,4,1,2,0,Training
86,42,3,4,2,10,5,1,2,65000,0,,,,1,5,0,0,1,1,4,0,2.82601822,2,0,0,0,,,,3,0,Validation
87,42,1,3,1,5,6,3,1400,8300,,,,,1,5,0,0,1,1,4,0,3.139539331,2,0,0,0,,,,6,0,Training
88,42,1,2,2,7,1,3,620,125000,0,,4,4,1,1,0,0,1,1,7,0,2,0,0,2,2,0,9,9,2,0,Training
89,24,2,4,2,6,8,1,2,190000,0,3,7,2,1,3,0,0,1,1,3,2,3,0,1,0,0,1,13,13,2,0,Training
90,24,1,2,2,5,1,3,480,300000,,3,,,1,6,0,0,1,1,6,0,2.199045723,0,0,1,1,,,,1,0,Training
91,42,1,3.257647776,2,7.334741026,1,1,1000,278415.0643,0,3,2,4,1,1,0,0,1,1,6,0,3,0,0,1,0,2,3,3,2,0,Test
92,10,1,3.257647776,2,7.334741026,7,1,830,278415.0643,0,3,2,2,1,1,1,0,1,1,5,0,5,0,1,2,1,2,8,3,2,0,Training
93,42,2,3.257647776,2,7.334741026,5,3,2,278415.0643,0,3,,,1,4,0,0,1,1,7,0,2.27385284,0,0,0,0,,,,0,0,Training
94,24,1,5,2,10,4,1,400,800000,0,3,3,2,5,1,0,0,1,1,4,2,4,0,1,0,0,2,3,7,3,0,Test
95,24,1,4,2,10,4,1,2,350000,0,,4,4,1,1,0,0,1,1,7,0,2,0,0,2,2,0,9,9,2,0,Training
96,42,1,3.257647776,2,7.334741026,7,3,280,278415.0643,0,,,,1,4,0,0,1,1,5,0,2.415609119,0,0,1,1,,,,1,0,Training
97,42,1,3,2,6,5,1,600,208000,0,3,5,3,2,2,0,0,1,1,2,4,5,2,1,0,0,1,10,10,3,0,Validation
98,24,2,5,2,11,9,1,2,500000,0,3,1,9,1,1,0,0,1,1,4,9,9,0,1,0,0,2,1,1,3,0,Training
99,42,1,2,2,7,1,1,680,65000,0,,4,9,1,1,0,0,1,1,5,9,9,0,0,2,2,0,9,9,1,0,Training
100,24,2,4,2,10,1,1,2,240000,0,3,1,3,1,1,0,0,1,1,4,2,4,0,1,0,0,2,1,1,3,1,Training
101,42,1,4,2,8,1,1,50,90000,,2,1,4,1,1,0,0,1,1,7,0,2,0,0,0,0,2,1,1,0,1,Training
102,42,1,3,3,6,1,1,3000,90000,0,3,7,2,1,3,0,0,1,1,5,1,4,0,1,0,0,1,15,14,2,0,Training
103,42,2,3,2,6,9,1,2,210000,0,3,1,3,1,1,0,0,1,1,4,2,4,0,1,0,0,2,1,1,2,0,Training
104,42,1,3,2,6,5,1,750,120000,0,3,1,2,1,1,0,0,1,1,4,2,4,0,1,0,0,2,1,1,3,0,Test
105,24,1,4,2,10,8,1,130,390000,0,3,1,2,1,1,0,0,1,1,5,2,5,0,1,0,0,3,5,1,3,0,Validation
106,24,1,4,2,6,8,1,100,500000,0,,,,1,6,0,0,1,1,5,0,2.5648649,0,0,0,0,,,,1,0,Training
107,24,1,2,3,5,1,1,750,200000,0,3,1,3,1,1,0,0,1,1,5,2,4,0,1,0,0,2,1,1,2,0,Training
108,42,1,3,3,6,4,1,840,115000,0,3,1,3,1,1,0,0,1,1,4,2,6,0,1,0,0,3,1,1,1,0,Validation
109,24,1,4,2,9,7,1,210,295000,0,3,3,4,1,1,0,0,1,1,6,0,2,0,0,2,1,1,3,7,2,0,Training
110,42,2,3,2,7,11,1,480,250000,0,3,1,4,1,1,0,0,1,2,4,0,4,0,0,1,1,3,4,1,4,0,Training
111,24,1,3,2,8,3,1,350,1000000,0,,,,1,6,0,0,1,1,6,0,2.278056493,0,0,0,0,,,,1,0,Training
112,42,1,5,2,9,3,1,1800,300000,0,3,7,3,1,3,1,0,1,2,5,0,9,0,1,0,0,3,14,13,3,1,Test
113,42,1,4,2,9,5,1,100,250000,1,2,2,4,1,1,0,0,1,1,6,0,2,0,0,1,0,1,3,3,2,0,Test
114,42,1,3,2,7,1,1,600,90000,0,3,,,1,6,0,0,1,1,7,0,2.388719134,0,0,1,1,,,,1,0,Training
115,24,1,4,2,6,2,3,70,118000,0,3,,,1,4,0,0,1,1,7,0,2.462507709,0,0,1,1,,,,0,0,Validation
116,24,1,4,2,8,6,1,430,400000,0,3,4,4,1,1,0,0,1,1,7,0,2,0,0,2,2,0,9,9,2,0,Validation
117,42,2,3,2,8,5,1,2,180000,0,,1,4,1,1,0,0,1,1,6,0,2,0,0,0,0,2,2,1,4,0,Validation
118,42,1,3.257647776,2,7.334741026,1,1,930,278415.0643,0,3,1,3,1,1,0,0,1,1,3,2,4,0,1,0,0,2,1,1,2,0,Test
119,24,1,5,2,13,7,1,100,750000,0,3,2,3,1,1,1,0,1,2,1,4,7,0,1,1,1,1,7,3,2,1,Test
120,42,1,3,3,6,1,3,240,50000,0,,,,1,4,0,0,1,1,7,0,2.409650866,0,0,1,1,,,,1,0,Validation
121,42,2,3,2,9,6,1,20,200000,0,,,,1,4,0,0,1,1,6,0,2.485517779,0,0,0,0,,,,2,0,Training
122,42,1,3.257647776,2,7.334741026,5,1,770,278415.0643,0,3,4,4,1,1,0,0,1,1,7,0,2,0,0,2,1,0,9,9,2,0,Test
123,42,2,3,2,8,6,1,730,225000,0,,3,4,1,1,0,0,1,1,5,0,2,0,0,2,1,1,6,7,3,0,Test
124,42,2,2,2,6,1,1,2,140000,0,3,,,1,5,0,0,1,1,5,0,2.482254344,2,1,0,0,,,,3,0,Training
125,42,1,3,2,6,3,1,720,85000,0,,1,4,1,1,0,0,1,1,5,0,2,0,0,1,0,2,1,1,1,0,Training
126,42,1,3.257647776,3,7.334741026,3,3,80,278415.0643,0,,3,4,1,1,0,0,1,1,7,0,4,0,0,1,1,3,8,7,1,0,Validation
127,42,1,3,3,9,8,1,50,520000,,3,2,4,2,1,0,0,1,1,4,0,2,0,1,0,0,2,2,3,2,1,Training
128,42,3,3,2,6,6,1,2,78000,0,3,2,4,1,1,0,0,1,1,6,0,2,0,0,0,0,1,7,3,2,0,Validation
129,42,3,3.257647776,2,7.334741026,7,3,2,278415.0643,0,3,,,1,4,0,0,1,1,4,0,2.415609119,0,0,1,1,,,,1,0,Validation
130,10,1,4,2,11,7,1,360,235000,1,1,,,3,4,0,0,1,1,5,0,2.366409583,0,0,0,0,,,,0,0,Test
131,24,1,4,2,10,3,3,120,175000,0,3,,,1,6,0,0,1,1,6,0,2.531160374,0,0,1,1,,,,1,0,Training
132,42,2,3,2,10,2,1,240,75000,0,,1,4,1,1,0,0,1,1,7,0,2,0,0,2,0,2,2,1,2,0,Validation
133,42,2,2,2,7,1,1,320,135000,0,,4,4,1,1,0,0,1,1,7,0,3,0,0,2,0,1,9,9,3,0,Test
134,42,2,3.257647776,2,7.334741026,1,1,410,278415.0643,0,,1,4,1,1,0,0,1,1,7,0,2,0,0,2,2,2,5,1,2,0,Test
135,42,1,3,2,6,3,1,650,180000,0,3,1,4,1,1,0,0,1,1,6,0,2,0,0,0,0,2,1,1,3,0,Training
136,42,2,3,2,10,5,1,2,180000,0,,1,9,1,1,0,0,1,1,5,9,9,0,0,0,0,2,1,1,2,0,Training
137,42,2,4,2,8,7,1,2,325000,,3,7,4,1,3,0,0,1,1,5,0,2,0,0,0,0,2,13,13,3,0,Test
138,42,1,3.257647776,2,7.334741026,1,3,700,278415.0643,0,,8,2,1,3,0,0,1,1,7,4,5,0,1,0,0,0,15,15,1,0,Validation
139,24,1,3,3,7,4,1,190,150000,0,,4,4,1,1,0,0,1,1,5,0,2,0,0,2,2,0,9,9,1,0,Training
140,24,,3,8,5,7,1,1,185000,0,3,,,1,6,0,0,1,1,5,0,2.270776998,0,0,1,1,,,,0,0,Training
141,42,1,4,2,13,1,1,1000,117000,0,3,1,2,1,1,0,0,1,1,7,1,4,0,1,0,0,3,1,1,3,0,Training
142,42,,3.257647776,6,7.334741026,6,1,980,278415.0643,0,3,1,4,3,1,0,0,1,2,6,0,4,0,0,2,1,2,1,1,3,0,Test
143,42,1,4,3,7,1,1,490,40000,0,,6,2,1,2,0,0,1,1,6,0,3,0,1,0,0,1,12,12,1,0,Training
144,24,1,3.257647776,3,7.334741026,2,1,1,278415.0643,0,,,,1,6,0,0,1,1,7,0,2.415609119,0,0,0,0,,,,1,0,Training
145,42,2,3,2,7,6,1,2,240000,0,3,1,4,1,1,0,0,1,1,6,0,2,0,0,1,0,2,2,1,3,0,Training
146,42,1,3,2,6,3,3,90,35000,,,8,4,1,3,0,0,1,1,7,0,2,0,0,2,2,1,15,15,1,0,Test
147,42,1,2,2,4,2,3,680,85000,0,,,,1,4,0,0,1,1,5,0,2.238026776,0,0,1,1,,,,1,0,Validation
148,42,2,3,2,6,6,3,300,75000,0,,,,1,7,0,0,1,1,3,0,2.548828671,0,0,2,1,,,,2,0,Training
149,10,1,4,3,10,12,3,90,300000,0,,,,1,5,0,0,1,1,1,0,2.518268002,2,0,1,0,,,,1,0,Test
150,42,3,4,2,10,16,1,2,350000,0,3,1,2,1,1,0,0,1,1,3,3,5,0,1,0,0,2,1,1,2,0,Validation
151,42,2,3.257647776,2,7.334741026,6,3,2,278415.0643,1,2,,,1,6,0,0,1,1,7,0,2.557365399,0,0,1,1,,,,2,0,Validation
152,42,1,3.257647776,2,7.334741026,1,3,800,278415.0643,0,,,,1,6,0,0,1,1,6,0,2.415609119,0,0,1,1,,,,1,0,Training
153,42,1,4,2,8,3,1,2,360000,0,3,4,4,1,1,0,0,1,1,7,0,2,0,0,2,0,0,9,9,1,0,Training
154,42,1,3.257647776,2,7.334741026,2,1,420,278415.0643,0,3,7,4,1,3,0,0,1,1,3,0,2,0,0,0,0,2,14,13,5,0,Training
155,42,1,3,3,7,5,3,740,225000,0,,8,4,1,3,0,0,1,1,7,0,2,0,0,2,2,0,15,15,1,0,Training
156,42,1,3,2,7,7,1,30,300000,0,,,,1,6,0,0,1,1,4,0,2.367059949,0,0,1,1,,,,1,0,Test
157,24,1,3.257647776,2,7.334741026,2,3,2,278415.0643,0,,2,4,1,1,0,0,1,1,7,0,2,0,0,0,0,1,3,3,2,0,Training
158,42,2,3,2,6,1,1,2,600000,0,,4,4,1,1,0,0,1,1,7,0,2,0,0,2,2,0,9,9,2,0,Test
159,42,1,3,2,6,4,1,500,180000,0,,,,1,4,0,0,1,1,7,0,2.396242799,0,0,1,1,,,,1,0,Training
160,42,1,3,3,5,1,1,50,110000,0,,7,4,4,3,0,0,2,1,5,0,2,0,0,0,0,1,13,13,1,0,Validation
161,42,2,3,1,6,5,1,2,5000,0,3,1,4,1,1,0,0,1,1,5,0,2,0,0,0,0,2,1,1,3,0,Training
162,42,1,3,2,6,1,1,70,100000,0,,2,4,1,1,0,0,1,1,6,0,2,0,0,0,0,1,3,3,5,0,Training
163,24,1,2,2,5,3,3,450,156000,0,,,,1,4,0,0,1,1,7,9,8.838074044,0,0,1,1,,,,1,0,Training
164,42,1,3,2,8,3,1,500,100000,0,,3,4,1,1,0,0,1,1,7,0,3,0,0,0,0,3,2,7,3,0,Test
165,42,2,3,2,5,8,1,30,100000,0,3,,,1,4,0,0,1,1,5,0,2.704812649,0,0,0,0,,,,3,0,Test
166,42,1,3,2,7,1,1,1800,27000,0,3,4,2,1,1,0,0,1,1,4,4,6,0,1,0,0,0,9,9,0,0,Training
167,24,1,4,2,8,3,1,190,140000,0,3,2,9,1,1,0,0,1,1,5,9,9,0,1,0,0,1,3,3,2,0,Validation
168,42,1,4,2,8,3,3,900,35000,0,,,,1,6,0,0,1,1,7,0,2.579212177,0,0,1,1,,,,1,0,Training
169,10,1,3,2,5,2,1,690,75000,0,3,1,4,1,1,0,0,1,1,5,0,2,0,0,0,0,2,4,4,2,0,Training
170,10,1,3,2,8,3,1,20,175000,0,3,4,9,1,1,0,0,1,1,7,9,9,0,0,2,2,0,9,9,2,0,Training
171,42,1,3,3,6,1,1,650,175000,0,,1,2,1,1,0,0,1,1,5,1,3,0,1,0,0,2,4,1,2,0,Validation
172,42,1,3.257647776,2,7.334741026,3,1,150,278415.0643,0,3,1,4,1,1,0,0,1,1,5,0,3,0,0,0,0,3,1,1,4,0,Validation
173,42,2,3,2,6,1,1,2,120000,0,3,2,3,1,1,0,0,1,1,4,2,4,0,1,0,0,1,7,3,3,1,Training
174,42,1,3,2,12,6,1,2,95000,0,,1,4,1,1,0,0,1,1,6,0,3,0,0,1,0,3,1,1,2,0,Training
175,42,1,4,2,11,4,2,1000,400000,,,4,4,1,1,0,0,1,1,7,0,2,0,0,2,2,0,9,9,1,0,Validation
176,42,1,2,2,7,3,1,1200,195000,0,3,1,3,1,1,0,0,1,1,3,2,4,0,1,0,0,2,4,1,2,0,Test
177,42,1,3.257647776,3,7.334741026,1,3,400,278415.0643,0,,8,4,1,3,0,0,1,1,7,0,2,0,0,1,1,0,15,15,1,0,Training
178,42,2,4,2,9,6,1,2,250000,0,3,1,4,1,1,0,0,1,1,6,0,3,0,0,0,0,3,1,1,4,0,Test
179,42,1,5,2,10,7,1,500,225000,0,,4,4,3,1,0,0,1,1,6,0,2,0,0,1,0,0,9,9,0,0,Validation
180,42,1,3.257647776,2,7.334741026,2,1,600,278415.0643,1,2,,,1,6,0,0,1,1,6,0,2.415609119,0,0,0,0,,,,1,0,Test
181,42,1,3.257647776,2,7.334741026,1,1,660,278415.0643,0,,3,4,1,1,0,0,1,1,7,0,2,0,0,2,1,1,7,7,2,0,Validation
182,42,1,3,1,6,7,3,1,50000,0,,4,4,1,1,0,0,1,1,5,0,3,0,0,2,2,1,9,9,3,0,Training
183,42,1,3,2,8,7,3,400,15000,0,,2,4,1,1,0,0,1,1,5,0,2,0,0,2,2,1,3,3,2,0,Training
184,24,1,3.257647776,2,7.334741026,3,1,360,278415.0643,0,,5,2,1,2,0,0,1,1,5,1,2,0,1,0,0,1,10,10,3,0,Training
185,42,1,2,3,4,1,1,720,235000,0,3,1,2,1,1,0,0,1,1,5,1,3,0,1,0,0,2,1,1,1,0,Training
186,42,1,2,3,7,1,1,800,30000,,,,,1,4,0,0,1,1,3,0,2.193280899,0,0,0,0,,,,1,0,Training
187,42,1,4,2,8,3,1,560,20000,0,3,,,1,4,0,0,1,1,6,0,2.580759262,0,0,1,0,,,,1,0,Validation
188,42,2,1,2,5,1,1,2,95000,1,1,2,4,1,1,0,0,1,1,5,0,2,0,0,1,1,1,7,3,2,0,Training
189,42,1,3,2,7,1,3,300,10000,0,3,,,1,4,0,0,1,1,5,0,2.396970252,0,0,0,0,,,,1,0,Test
190,42,2,3,2,10,4,1,2,145000,1,1,,,1,5,0,0,1,1,3,9,9.098560558,2,0,0,0,,,,2,0,Training
191,42,1,3,3,6,9,1,140,300000,1,2,2,4,1,1,0,0,1,1,4,0,2,0,0,2,2,2,4,3,2,1,Training
192,42,1,3.257647776,2,7.334741026,3,3,340,278415.0643,0,,,,1,6,0,0,1,1,7,0,2.27385284,0,0,1,1,,,,0,0,Validation
193,42,1,3.257647776,3,7.334741026,6,1,600,278415.0643,0,3,1,1,4,1,0,0,1,1,3,1,3,0,1,0,0,2,2,1,2,0,Test
194,42,2,3,2,6,1,1,2,140000,0,3,4,4,1,1,0,0,1,1,7,0,2,0,0,2,0,0,9,9,2,0,Training
195,42,2,3.257647776,2,7.334741026,7,1,2,278415.0643,0,,4,4,1,1,0,0,1,1,5,0,3,0,0,2,2,0,9,9,3,0,Training
196,42,1,3.257647776,2,7.334741026,3,1,500,278415.0643,0,,,4,1,1,0,2,1,1,4,0,2,0,0,2,2,0,9,,2,0,Training
197,24,2,3,2,8,1,1,600,200000,0,,4,4,1,1,0,0,1,1,6,0,2,0,0,2,2,0,9,9,2,0,Training
198,24,1,2,2,4,3,1,2,135000,0,3,4,4,1,1,0,0,1,1,7,0,2,0,0,2,1,1,8,9,2,0,Training
